,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
989,K-POP,Travis Scott,hip hop,2023,2024‑02‑01,121,62,-6,67,54,185,4,6,81
990,Die For You - Remix,The Weeknd,canadian contemporary r&b,2023,2024‑02‑01,67,53,-6,44,50,233,23,7,83
991,Save Your Tears,The Weeknd,canadian contemporary r&b,2020,2024‑02‑01,118,83,-5,54,64,216,2,3,91
992,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,rap,2022,2024‑02‑01,98,62,-6,8,17,222,42,5,92
993,Double Fantasy (with Future),The Weeknd,canadian contemporary r&b,2023,2024‑02‑01,119,57,-7,50,10,268,1,3,79
994,Blinding Lights,The Weeknd,canadian contemporary r&b,2020,2024‑02‑01,171,73,-6,9,33,200,0,6,93
995,Die For You,The Weeknd,canadian contemporary r&b,2016,2024‑02‑01,134,53,-7,13,51,260,11,6,91
996,Starboy,The Weeknd,canadian contemporary r&b,2016,2024‑02‑01,186,59,-7,14,49,230,14,28,95
997,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,canadian contemporary r&b,2023,2024‑02‑01,99,68,-6,41,85,215,6,19,96
998,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,canadian contemporary r&b,2023,2024‑02‑01,88,64,-6,16,20,245,5,3,98
999,Who Owns My Heart,Miley Cyrus,pop,2010,2024‑02‑01,136,81,-5,9,36,215,1,13,59
1000,Feelin' Myself,will.i.am,dance pop,2013,2024‑02‑01,96,53,-9,14,51,254,3,16,62
1001,Wildflowers - Recorded at Spotify Studios NYC,Miley Cyrus,pop,2017,2024‑02‑01,174,51,-10,15,50,185,47,4,55
1002,FU (feat. French Montana),Miley Cyrus,pop,2013,2024‑02‑01,190,83,-3,31,47,230,20,5,60
1003,Hoedown Throwdown,Miley Cyrus,pop,2009,2024‑02‑01,109,80,-6,30,79,181,20,6,63
1004,I Would Die For You,Miley Cyrus,pop,2017,2024‑02‑01,96,37,-8,18,20,174,18,3,55
1005,Unholy,Miley Cyrus,pop,2019,2024‑02‑01,142,53,-5,9,21,130,4,4,59
1006,Wrecking Ball,Dolly Parton,classic country pop,2023,2024‑02‑01,120,57,-5,11,22,235,33,4,61
1007,7 Things - Single Version,Miley Cyrus,pop,2008,2024‑02‑01,107,90,-4,8,54,213,2,4,65
1008,Nothing Else Matters,Miley Cyrus,pop,2021,2024‑02‑01,143,67,-5,11,14,396,1,3,62
1009,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,pop,2020,2024‑02‑01,115,91,-5,9,43,214,0,3,70
1010,Like a Prayer - Live,Miley Cyrus,pop,2022,2024‑02‑01,112,91,-4,83,24,208,2,5,66
1011,You,Miley Cyrus,pop,2023,2024‑02‑01,86,57,-6,67,35,179,29,3,65
1012,Butterfly Fly Away,Miley Cyrus,pop,2009,2024‑02‑01,135,28,-13,29,47,189,73,3,65
1013,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Miley Cyrus,pop,2020,2024‑02‑01,110,74,-5,9,28,221,3,4,65
1014,AM I DREAMING (feat. Miley Cyrus),Lil Nas X,lgbtq+ hip hop,2021,2024‑02‑01,94,45,-7,35,21,183,77,3,64
1015,Island,Miley Cyrus,pop,2023,2024‑02‑01,82,78,-6,67,77,240,34,4,65
1016,Never Be Me,Miley Cyrus,pop,2020,2024‑02‑01,165,56,-8,34,15,216,6,4,62
1017,Can't Be Tamed,Miley Cyrus,pop,2010,2024‑02‑01,117,91,-3,20,74,168,3,14,66
1018,Mother's Daughter,Miley Cyrus,pop,2019,2024‑02‑01,91,87,-4,15,53,219,0,6,68
1019,Thousand Miles (feat. Brandi Carlile),Miley Cyrus,pop,2023,2024‑02‑01,172,72,-8,8,35,231,21,10,66
1020,23,Mike WiLL Made-It,atl hip hop,2013,2024‑02‑01,140,60,-5,13,32,253,0,6,73
1021,WITHOUT YOU (with Miley Cyrus),The Kid LAROI,australian hip hop,2021,2024‑02‑01,93,47,-6,10,47,161,17,3,70
1022,See You Again,Miley Cyrus,pop,2007,2024‑02‑01,139,91,-5,11,80,190,2,18,73
1023,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,pop,2019,2024‑02‑01,103,76,-5,9,33,190,0,4,73
1024,Adore You,Miley Cyrus,pop,2013,2024‑02‑01,120,66,-5,11,20,279,11,3,70
1025,Rose Colored Lenses,Miley Cyrus,pop,2023,2024‑02‑01,174,50,-5,8,84,224,6,4,68
1026,Plastic Hearts,Miley Cyrus,pop,2020,2024‑02‑01,176,76,-5,8,62,206,5,7,68
1027,When I Look At You,Miley Cyrus,pop,2009,2024‑02‑01,138,55,-5,11,19,249,14,3,73
1028,Slide Away,Miley Cyrus,pop,2019,2024‑02‑01,148,54,-7,25,29,234,17,3,71
1029,River,Miley Cyrus,pop,2023,2024‑02‑01,128,80,-5,19,46,163,0,4,72
1030,Midnight Sky,Miley Cyrus,pop,2020,2024‑02‑01,110,81,-6,25,23,223,0,3,76
1031,The Climb,Miley Cyrus,pop,2009,2024‑02‑01,161,60,-6,14,30,235,6,3,77
1032,We Can't Stop,Miley Cyrus,pop,2013,2024‑02‑01,80,62,-6,37,48,231,1,3,81
1033,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,pop soul,2019,2024‑02‑01,114,79,-6,42,24,217,1,7,78
1034,Jaded,Miley Cyrus,pop,2023,2024‑02‑01,91,59,-5,9,18,186,5,3,77
1035,Prisoner (feat. Dua Lipa),Miley Cyrus,pop,2020,2024‑02‑01,128,67,-4,8,60,169,1,5,79
1036,Flowers,Miley Cyrus,pop,2023,2024‑02‑01,118,69,-5,2,63,201,6,6,94
1037,Used To Be Young,Miley Cyrus,pop,2023,2024‑02‑01,147,63,-4,14,46,190,60,5,83
1038,Angels Like You,Miley Cyrus,pop,2020,2024‑02‑01,122,64,-4,10,49,196,10,3,88
1039,Wish You Were Here,Avril Lavigne,canadian pop,2011,2024‑02‑01,166,87,-4,19,34,226,3,6,70
1040,When You're Gone,Avril Lavigne,canadian pop,2007,2024‑02‑01,142,72,-4,23,17,240,19,3,72
1041,I'm with You,Avril Lavigne,canadian pop,2002,2024‑02‑01,152,41,-7,12,21,223,8,3,76
1042,What the Hell,Avril Lavigne,canadian pop,2011,2024‑02‑01,150,93,-4,14,88,221,0,5,76
1043,Girlfriend,Avril Lavigne,canadian pop,2007,2024‑02‑01,164,96,-2,21,67,217,0,10,79
1044,Do It Like That,TOMORROW X TOGETHER,k-pop,2023,2024‑02‑01,120,92,-3,33,84,145,1,5,72
1045,Waffle House,Jonas Brothers,boy band,2023,2024‑02‑01,126,76,-4,19,86,145,3,4,74
1046,Like It's Christmas,Jonas Brothers,boy band,2019,2024‑02‑01,146,57,-6,5,61,201,2,10,78
1047,Leave Before You Love Me (with Jonas Brothers),Marshmello,brostep,2021,2024‑02‑01,120,74,-5,12,64,155,0,4,85
1048,exile (feat. Bon Iver),Taylor Swift,pop,2020,2024‑02‑01,76,38,-8,11,15,286,78,3,83
1049,Gorgeous,Taylor Swift,pop,2017,2024‑02‑01,92,54,-7,21,45,210,7,14,83
1050,Dear John (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,119,47,-5,16,13,406,2,3,77
1051,The Man,Taylor Swift,pop,2019,2024‑02‑01,110,66,-5,9,63,190,8,5,87
1052,Bejeweled,Taylor Swift,pop,2022,2024‑02‑01,164,56,-9,9,43,194,6,7,84
1053,Paper Rings,Taylor Swift,pop,2019,2024‑02‑01,104,72,-7,7,87,222,1,5,85
1054,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,97,72,-6,9,48,193,0,4,79
1055,Getaway Car,Taylor Swift,pop,2017,2024‑02‑01,172,69,-7,9,35,234,0,13,87
1056,Hits Different,Taylor Swift,pop,2023,2024‑02‑01,106,78,-6,30,24,234,15,4,81
1057,Mean (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,164,69,-4,19,62,239,31,4,77
1058,Clean (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,104,39,-9,12,24,271,28,3,80
1059,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,pop,2023,2024‑02‑01,110,40,-11,11,32,230,81,3,81
1060,Welcome To New York (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,117,61,-5,37,67,213,1,3,81
1061,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,pop,2021,2024‑02‑01,93,52,-9,9,21,613,27,3,87
1062,Back To December (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,142,64,-4,12,20,294,1,3,82
1063,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,170,65,-7,22,17,200,1,10,79
1064,22 (Taylor's Version),Taylor Swift,pop,2021,2024‑02‑01,104,70,-6,8,64,231,0,3,73
1065,august,Taylor Swift,pop,2020,2024‑02‑01,90,62,-9,9,40,262,54,3,90
1066,Midnight Rain,Taylor Swift,pop,2022,2024‑02‑01,140,36,-12,12,23,175,69,8,84
1067,Shake It Off (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,160,81,-6,29,92,219,1,7,81
1068,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑01,123,76,-5,6,82,273,6,3,82
1069,Delicate,Taylor Swift,pop,2017,2024‑02‑01,95,40,-10,9,5,232,22,7,87
1070,All Of The Girls You Loved Before,Taylor Swift,pop,2019,2024‑02‑01,96,47,-10,13,40,221,71,4,83
1071,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑01,110,51,-9,9,7,146,19,3,88
1072,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,pop,2017,2024‑02‑01,118,44,-8,21,10,246,6,6,73
1073,Mine (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,121,78,-3,17,49,232,0,4,81
1074,Out Of The Woods (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,92,89,-6,39,19,236,0,4,82
1075,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,pop,2021,2024‑02‑01,172,69,-6,7,72,193,3,18,75
1076,Lavender Haze,Taylor Swift,pop,2022,2024‑02‑01,97,44,-10,16,10,202,26,8,84
1077,New Romantics (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,122,86,-6,8,70,230,1,5,82
1078,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,pop,2023,2024‑02‑01,78,41,-13,6,31,180,35,6,88
1079,You Need To Calm Down,Taylor Swift,pop,2019,2024‑02‑01,85,67,-6,6,71,171,1,6,84
1080,Enchanted (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,82,53,-4,15,22,353,1,3,86
1081,Wildest Dreams (Taylor's Version),Taylor Swift,pop,2021,2024‑02‑01,140,67,-7,13,50,220,4,6,82
1082,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑01,110,55,-8,15,19,280,7,3,84
1083,Blank Space (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,96,73,-5,17,76,232,10,6,85
1084,Look What You Made Me Do,Taylor Swift,pop,2017,2024‑02‑01,128,71,-6,13,51,212,20,12,88
1085,You Belong With Me (Taylor’s Version),Taylor Swift,pop,2021,2024‑02‑01,130,77,-5,9,47,231,6,3,78
1086,...Ready For It?,Taylor Swift,pop,2017,2024‑02‑01,160,76,-7,20,42,208,5,14,86
1087,Style (Taylor's Version),Taylor Swift,pop,2023,2024‑02‑01,95,82,-5,9,29,231,0,4,86
1088,I Knew You Were Trouble (Taylor's Version),Taylor Swift,pop,2021,2024‑02‑01,154,56,-6,6,77,220,1,3,76
1089,Don’t Blame Me,Taylor Swift,pop,2017,2024‑02‑01,136,53,-7,6,19,236,11,4,91
1090,Love Story (Taylor’s Version),Taylor Swift,pop,2021,2024‑02‑01,119,79,-4,10,42,236,14,3,84
1091,willow,Taylor Swift,pop,2020,2024‑02‑01,81,57,-9,14,53,215,83,17,83
1092,You’re Losing Me (From The Vault),Taylor Swift,pop,2023,2024‑02‑01,103,39,-14,11,20,278,53,5,90
1093,cardigan,Taylor Swift,pop,2020,2024‑02‑01,130,58,-9,25,55,240,54,4,91
1094,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑01,100,66,-7,13,18,229,5,4,92
1095,Cruel Summer,Taylor Swift,pop,2019,2024‑02‑01,170,70,-6,11,56,178,12,16,99
1096,Break My Heart,Dua Lipa,dance pop,2021,2024‑02‑01,113,73,-3,35,47,222,17,9,68
1097,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,2024‑02‑01,124,86,-3,8,59,215,4,11,87
1098,Love Again,Dua Lipa,dance pop,2021,2024‑02‑01,116,67,-5,10,47,258,0,3,70
1099,Physical,Dua Lipa,dance pop,2021,2024‑02‑01,147,84,-4,10,75,194,1,5,69
1100,Hotter Than Hell,Dua Lipa,dance pop,2017,2024‑02‑01,110,87,-4,6,53,188,1,9,70
1101,Cold Heart - PNAU Remix,Elton John,glam rock,2021,2024‑02‑01,116,80,-6,10,94,203,3,3,85
1102,Levitating (feat. DaBaby),Dua Lipa,dance pop,2021,2024‑02‑01,103,83,-4,7,92,203,1,6,70
1103,Don't Start Now,Dua Lipa,dance pop,2021,2024‑02‑01,124,79,-5,10,68,183,1,8,71
1104,New Rules,Dua Lipa,dance pop,2017,2024‑02‑01,116,70,-6,15,61,209,0,7,84
1105,Levitating (feat. DaBaby),Dua Lipa,dance pop,2020,2024‑02‑01,103,83,-4,7,92,203,1,6,85
1106,Don't Start Now,Dua Lipa,dance pop,2020,2024‑02‑01,124,79,-5,10,68,183,1,8,85
1107,Cold Heart - PNAU Remix,Elton John,glam rock,2021,2024‑02‑01,116,80,-6,9,93,203,4,3,84
1108,Dance The Night - From Barbie The Album,Dua Lipa,dance pop,2023,2024‑02‑01,110,85,-5,33,78,177,2,5,93
1109,Houdini,Dua Lipa,dance pop,2023,2024‑02‑01,117,79,-5,9,87,186,0,6,94
1110,Sober,Demi Lovato,pop,2018,2024‑02‑01,170,30,-10,8,17,198,80,11,66
1111,Runaway,Kanye West,chicago rap,2010,2024‑02‑01,85,57,-4,51,11,548,22,11,90
1112,Forever And Always,Parachute,acoustic pop,2011,2024‑02‑01,94,72,-6,5,44,249,1,3,54
1113,The Last Time,Taylor Swift,pop,2012,2024‑02‑01,94,44,-7,9,12,299,4,3,51
1114,Always Remember Us This Way,Lady Gaga,art pop,2018,2024‑02‑01,130,50,-6,76,30,210,30,4,85
1115,Kettering,The Antlers,brooklyn indie,2009,2024‑02‑01,140,16,-14,9,9,311,97,4,52
1116,Your Love is Killing Me,Sharon Van Etten,art pop,2014,2024‑02‑01,121,71,-6,11,12,378,55,4,39
1117,The Con,Tegan and Sara,canadian indie,2007,2024‑02‑01,130,85,-6,30,70,209,18,3,47
1118,The Only Thing,Sufjan Stevens,art pop,2015,2024‑02‑01,159,15,-20,11,50,284,99,4,64
1119,Love is a Laserquest,Arctic Monkeys,garage rock,2011,2024‑02‑01,170,66,-7,14,55,191,0,4,65
1120,Go Home,Julien Baker,ambient folk,2016,2024‑02‑01,87,9,-12,13,17,305,99,3,40
1121,Night After Night,Laura Marling,british folk,2011,2024‑02‑01,136,4,-22,11,16,308,95,4,37
1122,★,David Bowie,art rock,2016,2024‑02‑01,98,53,-9,18,12,598,21,3,53
1123,Palace,Sam Smith,pop,2017,2024‑02‑01,78,19,-10,12,27,187,74,3,56
1124,If We Were Vampires,Jason Isbell and the 400 Unit,alternative country,2017,2024‑02‑01,97,21,-16,11,69,216,82,3,65
1125,Hello,Adele,british soul,2015,2024‑02‑01,79,43,-6,9,29,296,33,3,78
1126,Youth,Daughter,shimmer pop,2013,2024‑02‑01,146,54,-11,12,44,253,89,4,71
1127,Goner,Twenty One Pilots,modern rock,2015,2024‑02‑01,96,44,-8,7,22,237,19,4,61
1128,The Gold,Manchester Orchestra,indie rock,2017,2024‑02‑01,180,69,-7,18,46,273,0,4,58
1129,Cherry Wine - Live,Hozier,irish singer-songwriter,2014,2024‑02‑01,83,11,-15,10,23,240,95,4,71
1130,She Used To Be Mine,Sara Bareilles,acoustic pop,2015,2024‑02‑01,81,30,-8,10,17,250,38,4,68
1131,If You Could See Me Now,The Script,celtic rock,2012,2024‑02‑01,100,76,-7,14,37,220,1,4,64
1132,Lost Without You,Freya Ridings,uk pop,2019,2024‑02‑01,67,14,-9,7,10,226,93,5,71
1133,Hallucinations,dvsn,canadian contemporary r&b,2016,2024‑02‑01,96,40,-9,14,35,246,7,4,59
1134,Goddamn Lonely Love,Drive-By Truckers,alternative country,2004,2024‑02‑01,119,53,-7,19,13,299,12,3,45
1135,Safe & Sound - from The Hunger Games Soundtrack,Taylor Swift,pop,2012,2024‑02‑01,144,30,-11,7,29,240,88,3,67
1136,Tin Man,Miranda Lambert,contemporary country,2016,2024‑02‑01,79,37,-11,7,29,259,86,3,58
1137,Wasting All These Tears,Cassadee Pope,contemporary country,2013,2024‑02‑01,156,77,-4,17,26,216,10,4,51
1138,Younger Days,Mt. Joy,stomp and holler,2018,2024‑02‑01,113,33,-9,12,19,297,55,3,51
1139,Ophelia,The Lumineers,folk-pop,2016,2024‑02‑01,76,57,-7,9,57,160,61,3,83
1140,Not About Angels,Birdy,neo mellow,2014,2024‑02‑01,117,11,-12,9,22,189,96,4,73
1141,Where's My Love,SYML,indie anthem-folk,2019,2024‑02‑01,104,36,-10,11,37,202,87,3,84
1142,Wait,M83,french shoegaze,2011,2024‑02‑01,148,23,-11,8,8,343,20,3,74
1143,Unfair,6LACK,atl hip hop,2018,2024‑02‑01,119,30,-10,11,4,289,59,5,44
1144,Mr. Peterson,Perfume Genius,art pop,2010,2024‑02‑01,113,37,-10,59,10,172,98,3,27
1145,Poison & Wine,The Civil Wars,acoustic pop,2012,2024‑02‑01,154,19,-13,10,20,219,76,3,53
1146,Caught A Long Wind,Feist,art pop,2011,2024‑02‑01,113,24,-11,11,13,295,92,3,36
1147,Your Hurricane,Death Cab for Cutie,alternative rock,2018,2024‑02‑01,178,63,-7,11,51,199,12,3,37
1148,All I Want,LCD Soundsystem,alternative dance,2010,2024‑02‑01,135,83,-7,11,95,401,5,4,45
1149,Sorrow,The National,chamber pop,2010,2024‑02‑01,122,74,-9,6,52,205,17,3,52
1150,Praying,Kesha,dance pop,2017,2024‑02‑01,73,39,-7,11,32,230,49,3,37
1151,Feeling Whitney,Post Malone,dfw rap,2016,2024‑02‑01,80,23,-13,28,23,257,79,4,76
1152,ghostin,Ariana Grande,pop,2019,2024‑02‑01,104,36,-8,19,11,271,42,3,71
1153,Let Me Down Slowly,Alec Benjamin,alt z,2018,2024‑02‑01,150,56,-6,12,48,169,74,3,88
1154,Right Now,HAIM,indietronica,2017,2024‑02‑01,150,54,-6,14,35,255,19,5,35
1155,Bad Religion,Frank Ocean,lgbtq+ hip hop,2012,2024‑02‑01,83,37,-8,7,10,175,74,3,70
1156,Scott Street,Phoebe Bridgers,indie pop,2017,2024‑02‑01,135,42,-10,9,48,305,77,3,77
1157,Past Life,Maggie Rogers,indie pop,2019,2024‑02‑01,110,10,-11,8,26,216,94,3,50
1158,Outnumbered - Acoustic,Dermot Kennedy,folk-pop,2019,2024‑02‑01,75,39,-8,14,53,235,88,6,57
1159,The End Of Love,Florence + The Machine,baroque pop,2018,2024‑02‑01,69,9,-10,14,9,281,81,4,57
1160,Holocene,Bon Iver,chamber pop,2022,2024‑02‑01,148,30,-15,13,15,337,94,3,68
1161,Beloved,Mumford & Sons,modern folk rock,2018,2024‑02‑01,192,77,-7,13,31,265,1,4,53
1162,Lonely,Noah Cyrus,alt z,2020,2024‑02‑01,122,28,-8,9,34,144,80,6,70
1163,Life is Beautiful,Lil Peep,cloud rap,2018,2024‑02‑01,135,64,-9,8,32,208,4,6,72
1164,Never Be Like You,Flume,australian dance,2016,2024‑02‑01,120,59,-4,14,26,235,45,6,73
1165,See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2015,2024‑02‑01,80,48,-8,6,28,230,37,8,86
1166,All I Want,Kodaline,irish pop,2013,2024‑02‑01,187,41,-10,8,16,306,17,5,83
1167,The Story Never Ends,Lauv,pop,2018,2024‑02‑01,120,13,-9,15,35,229,91,4,62
1168,Whiskey And You,Chris Stapleton,contemporary country,2015,2024‑02‑01,127,6,-14,11,27,236,92,6,67
1169,Let You Down,NF,hip hop,2017,2024‑02‑01,148,71,-6,18,46,212,31,12,83
1170,What About Us,P!nk,dance pop,2017,2024‑02‑01,114,58,-6,9,19,270,3,5,40
1171,idfc,blackbear,pop,2015,2024‑02‑01,145,50,-9,11,32,245,61,6,75
1172,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,art pop,2019,2024‑02‑01,87,10,-13,16,28,324,96,6,69
1173,Wicked Games,The Weeknd,canadian contemporary r&b,2011,2024‑02‑01,114,57,-7,30,26,325,2,3,73
1174,Stone Cold,Demi Lovato,pop,2015,2024‑02‑01,140,45,-8,10,36,191,54,4,59
1175,Party of One (feat. Sam Smith),Brandi Carlile,acoustic pop,2018,2024‑02‑01,139,21,-12,10,20,260,78,4,55
1176,Hurt Somebody,Noah Kahan,pov: indie,2019,2024‑02‑01,115,51,-6,21,45,167,34,31,75
1177,Never on the Day You Leave,John Mayer,neo mellow,2017,2024‑02‑01,140,36,-9,14,22,221,73,3,52
1178,Love The Way You Lie,Eminem,detroit hip hop,2010,2024‑02‑01,87,93,-5,52,64,263,24,23,89
1179,Need You Now,Lady A,contemporary country,2010,2024‑02‑01,108,62,-6,20,23,278,9,3,74
1180,Naked,James Arthur,pop,2019,2024‑02‑01,102,61,-7,6,29,233,8,4,74
1181,Self Care,Mac Miller,hip hop,2018,2024‑02‑01,142,54,-8,12,18,345,37,21,80
1182,I Fall Apart,Post Malone,dfw rap,2016,2024‑02‑01,144,54,-5,20,29,223,7,4,82
1183,Marvins Room,Drake,canadian hip hop,2011,2024‑02‑01,112,26,-17,7,31,347,65,9,79
1184,I Know Places,Lykke Li,electropop,2011,2024‑02‑01,102,11,-14,9,5,387,76,3,49
1185,when the party's over,Billie Eilish,art pop,2019,2024‑02‑01,83,11,-14,9,20,196,98,10,87
1186,jar of hearts,Christina Perri,pop,2011,2024‑02‑01,75,35,-6,12,9,247,73,3,40
1187,Stay,Rihanna,barbadian pop,2012,2024‑02‑01,112,31,-10,12,13,241,95,3,78
1188,Let It Go,James Bay,neo mellow,2015,2024‑02‑01,147,31,-10,11,25,261,82,3,75
1189,Liability,Lorde,art pop,2017,2024‑02‑01,76,23,-11,10,38,172,92,13,75
1190,Somebody Else,The 1975,modern alternative rock,2016,2024‑02‑01,101,79,-6,13,46,348,20,6,75
1191,I'll Never Love Again - Film Version,Lady Gaga,art pop,2018,2024‑02‑01,111,34,-7,14,22,281,76,3,71
1192,All Too Well,Taylor Swift,pop,2012,2024‑02‑01,93,61,-8,13,34,329,4,2,64
1193,The Night We Met,Lord Huron,indie folk,2015,2024‑02‑01,87,37,-10,64,10,208,97,4,92
1194,Say Something,A Great Big World,neo mellow,2014,2024‑02‑01,141,16,-8,8,14,233,87,4,55
1195,Someone You Loved,Lewis Capaldi,pop,2018,2024‑02‑01,110,41,-6,11,45,182,75,3,73
1196,GHOST TOWN,Benson Boone,singer-songwriter pop,2021,2024‑02‑01,174,34,-10,10,12,194,39,8,79
1197,Stitches,Shawn Mendes,canadian pop,2015,2024‑02‑01,150,75,-7,5,76,207,2,6,79
1198,If the World Was Ending (feat. Julia Michaels),JP Saxe,alt z,2019,2024‑02‑01,76,47,-10,11,60,209,87,13,79
1199,Arcade,Duncan Laurence,dutch pop,2019,2024‑02‑01,72,33,-13,14,27,184,82,4,80
1200,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,hip pop,2015,2024‑02‑01,108,53,-7,18,42,225,40,4,80
1201,Girl on Fire,Alicia Keys,neo soul,2012,2024‑02‑01,93,71,-6,11,14,225,14,6,80
1202,you broke me first,Tate McRae,alt z,2021,2024‑02‑01,124,38,-9,9,8,170,80,5,81
1203,I'm Yours,Jason Mraz,acoustic pop,2008,2024‑02‑01,151,44,-9,10,71,243,56,4,80
1204,A Thousand Miles,Vanessa Carlton,lilith,2002,2024‑02‑01,95,83,-4,16,27,237,32,4,80
1205,Señorita,Shawn Mendes,canadian pop,2019,2024‑02‑01,117,54,-6,9,75,191,4,3,80
1206,We Are Young (feat. Janelle Monáe),fun.,baroque pop,2012,2024‑02‑01,184,64,-6,8,74,251,2,8,80
1207,Be Alright,Dean Lewis,australian pop,2018,2024‑02‑01,127,59,-6,8,44,196,70,4,81
1208,Try,P!nk,dance pop,2012,2024‑02‑01,104,63,-7,9,55,248,0,3,82
1209,Unconditionally,Katy Perry,pop,2013,2024‑02‑01,129,73,-5,21,35,229,0,4,82
1210,Marry You,Bruno Mars,dance pop,2010,2024‑02‑01,145,82,-5,10,45,230,33,4,82
1211,Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,2015,2024‑02‑01,97,74,-6,11,45,230,3,13,82
1212,Let Her Go,Passenger,folk-pop,2013,2024‑02‑01,76,54,-7,11,22,253,36,7,82
1213,Love Story (Taylor’s Version),Taylor Swift,pop,2021,2024‑02‑01,119,79,-4,8,42,236,13,3,82
1214,It's You,Ali Gatie,canadian hip hop,2019,2024‑02‑01,96,46,-7,19,40,213,37,3,82
1215,Heartbreak Anniversary,Giveon,r&b,2020,2024‑02‑01,89,47,-9,30,54,198,52,8,82
1216,Drops of Jupiter (Tell Me),Train,dance pop,2001,2024‑02‑01,79,64,-6,15,50,260,15,3,82
1217,Somebody That I Used To Know,Gotye,australian pop,2011,2024‑02‑01,129,52,-7,10,75,245,55,4,82
1218,Sucker,Jonas Brothers,boy band,2019,2024‑02‑01,138,73,-5,11,95,181,4,6,83
1219,The Middle,Zedd,complextro,2018,2024‑02‑01,107,66,-3,11,44,185,17,4,83
1220,Best Day Of My Life,American Authors,modern rock,2014,2024‑02‑01,100,90,-2,6,54,194,6,3,83
1221,Wrecking Ball,Miley Cyrus,pop,2013,2024‑02‑01,120,42,-6,11,35,221,41,3,83
1222,Stuck with U (with Justin Bieber),Ariana Grande,pop,2020,2024‑02‑01,179,45,-7,38,54,228,22,4,83
1223,Lose You To Love Me,Selena Gomez,pop,2020,2024‑02‑01,103,34,-9,21,10,206,56,4,83
1224,Just the Way You Are,Bruno Mars,dance pop,2010,2024‑02‑01,109,84,-5,6,42,221,1,4,83
1225,Royals,Lorde,art pop,2013,2024‑02‑01,85,43,-10,13,34,190,12,12,83
1226,Mercy,Shawn Mendes,canadian pop,2017,2024‑02‑01,148,66,-5,11,36,209,13,8,84
1227,Wide Awake,Katy Perry,pop,2012,2024‑02‑01,160,68,-5,39,57,221,7,4,84
1228,Dancing On My Own,Calum Scott,pop,2018,2024‑02‑01,113,17,-9,10,23,260,84,3,84
1229,Rolling in the Deep,Adele,british soul,2011,2024‑02‑01,105,77,-5,5,51,228,14,3,84
1230,I Like Me Better,Lauv,pop,2018,2024‑02‑01,92,51,-8,10,42,197,53,26,84
1231,Without Me,Halsey,electropop,2020,2024‑02‑01,136,49,-7,9,53,202,30,7,84
1232,Someone Like You,Adele,british soul,2011,2024‑02‑01,135,32,-8,10,29,285,89,3,84
1233,This Town,Niall Horan,pop,2017,2024‑02‑01,112,40,-8,12,20,233,71,3,84
1234,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,pop,2016,2024‑02‑01,100,56,-8,18,35,218,62,13,85
1235,Thinking out Loud,Ed Sheeran,pop,2014,2024‑02‑01,79,45,-6,18,59,282,47,3,85
